Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2017,NIPPON BUILDING FUND INCORPORATED,Japan,"Financial intermediation,except insurance and pension funding (65)",-7.85%,-22.12%,"(5,47,34,754)","(5,07,64,960)",-11775,"(6,74,590)","(1,58,119)",-2131,-1148,"(31,22,518)",485,1%
2017,JBG SMITH PROPERTIES,United States,"Financial intermediation,except insurance and pension funding (65)",-10.04%,-313.02%,"(5,45,37,188)","(3,55,90,027)",-8213,"(4,73,296)","(1,10,951)",-1489,-467,"(1,83,52,964)",218,0%
2017,MIRVAC GROUP,Australia,"Financial intermediation,except insurance and pension funding (65)",-3.05%,-12.64%,"(5,42,48,866)","(2,54,95,834)",-5970,"(3,39,233)",-79527,-1075,-806,"(2,83,26,779)",359,1%
2017,WESTPAC BANKING CORPORATION,Australia,"Financial intermediation,except insurance and pension funding (65)",-0.17%,-0.55%,"(4,84,07,911)","(3,50,19,521)",-10285,"(4,68,160)","(1,09,674)",-1686,-13184,"(1,27,91,269)",5867,11%
2017,KLEPIERRE SA,France,"Financial intermediation,except insurance and pension funding (65)",-3.20%,-4.80%,"(4,77,55,299)","(3,22,71,276)",-8518,"(4,22,542)",-98864,-1465,-7930,"(1,49,48,046)",3342,5%
2017,SL GREEN REALTY CORP.,United States,"Financial intermediation,except insurance and pension funding (65)",-3.00%,-20.10%,"(4,75,72,395)","(2,96,67,986)",-6999,"(3,94,459)",-92445,-1259,-1363,"(1,74,08,522)",637,1%
2017,NOMURA REAL ESTATE MASTER FUND INC,Japan,"Financial intermediation,except insurance and pension funding (65)",-7.29%,-22.63%,"(4,71,52,358)","(4,38,16,480)",-10174,"(5,82,219)","(1,36,465)",-1840,-1065,"(26,04,566)",450,1%
2017,CAPITAL ONE FINANCIAL CORPORATION,United States,"Financial intermediation,except insurance and pension funding (65)",-0.16%,-0.85%,"(4,65,67,501)","(4,55,45,011)",-14479,"(6,03,560)","(1,40,834)",-2346,-25797,"(2,47,542)",12068,17%
2017,AXIS BANK LIMITED,India,"Financial intermediation,except insurance and pension funding (65)",-0.50%,-4.80%,"(4,47,58,300)","(4,37,89,472)",-10471,"(5,80,376)","(1,35,941)",-1873,-2517,"(2,39,030)",1380,3%
2017,KRUNG THAI BANK PUBLIC COMPANY LIMITED,Thailand,"Financial intermediation,except insurance and pension funding (65)",-0.85%,-5.15%,"(4,21,02,103)","(3,73,98,538)",-9416,"(4,94,519)","(1,15,720)",-1637,-11468,"(40,72,932)",2127,4%
2017,COMMERZBANK AKTIENGESELLSCHAFT,Germany,"Financial intermediation,except insurance and pension funding (65)",-0.27%,-5.95%,"(4,11,30,483)","(3,92,58,232)",-10635,"(5,23,061)","(1,22,490)",-1796,-21090,"(11,97,361)",4182,9%
2017,HYPROP INVESTMENTS LIMITED,South Africa,"Financial intermediation,except insurance and pension funding (65)",-15.12%,-35.20%,"(3,87,26,319)","(1,41,84,193)",-3243,"(1,88,562)",-44197,-590,-610,"(2,43,04,920)",-3,0%
2017,JAPAN REAL ESTATE INVESTMENT CORP,Japan,"Financial intermediation,except insurance and pension funding (65)",-6.85%,-18.48%,"(3,80,22,903)","(3,57,73,392)",-8313,"(4,75,323)","(1,11,409)",-1503,-914,"(16,52,437)",387,1%
2017,"DOUGLAS EMMETT,INC.",United States,"Financial intermediation,except insurance and pension funding (65)",-4.51%,-38.19%,"(3,66,23,165)","(2,42,07,993)",-5646,"(3,21,899)",-75450,-1020,-698,"(1,20,10,785)",327,1%
2017,KB FINANCIAL GROUP INCORPORATION,South Korea,"Financial intermediation,except insurance and pension funding (65)",-0.15%,-1.02%,"(3,52,23,650)","(3,44,20,044)",-10081,"(4,59,766)","(1,07,655)",-1655,-40926,"(1,89,269)",5746,13%
2017,BANCO SANTANDER MEXICO SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO SANTAND,Mexico,"Financial intermediation,except insurance and pension funding (65)",-0.56%,-2.95%,"(3,46,80,172)","(2,63,02,962)",-6254,"(3,54,288)",-81588,-1125,-2055,"(79,32,918)",1018,2%
2017,GRUPO FINANCIERO BANORTE S.A.B. DE C.V.,Mexico,"Financial intermediation,except insurance and pension funding (65)",-0.42%,-2.11%,"(3,44,92,464)","(2,38,85,106)",-5777,"(3,23,562)",-73913,-1034,-2713,"(1,02,01,705)",1344,2%
2017,DIAMONDROCK HOSPITALITY COMPANY,United States,"Financial intermediation,except insurance and pension funding (65)",-3.86%,-23.83%,"(3,35,97,122)","(1,90,29,927)",-4470,"(2,53,029)",-59302,-805,-748,"(1,42,49,191)",350,1%
2017,MERLIN PROPERTIES SOCIMI SA,Spain,"Financial intermediation,except insurance and pension funding (65)",-6.03%,-13.42%,"(3,35,52,342)","(87,04,508)",-2021,"(1,15,829)",-27148,-365,-331,"(2,47,02,224)",85,0%
2017,GRUPO ELEKTRA SA DE CV,Mexico,"Financial intermediation,except insurance and pension funding (65)",-0.68%,-2.90%,"(3,29,22,989)","(2,47,34,674)",-5844,"(3,32,482)",-76789,-1053,-1618,"(77,71,330)",802,1%
2017,UBS GROUP AG,Switzerland,"Financial intermediation,except insurance and pension funding (65)",-0.08%,-0.45%,"(3,15,25,644)","(3,08,40,336)",-9473,"(4,03,460)",-94074,-1547,-18531,"(1,65,356)",7132,10%
2017,COMMONWEALTH BANK OF AUSTRALIA,Australia,"Financial intermediation,except insurance and pension funding (65)",-0.10%,-0.30%,"(3,10,86,435)","(2,56,89,864)",-8396,"(3,44,338)",-80635,-1322,-14600,"(49,53,778)",6497,16%
2017,BANK OF NEW YORK MELLON CORP.,United States,"Financial intermediation,except insurance and pension funding (65)",-0.19%,-0.66%,"(3,05,99,179)","(2,99,28,743)",-9045,"(3,96,865)",-92682,-1490,-13974,"(1,62,917)",6537,11%
2017,REGENCY CENTERS CORPORATION,United States,"Financial intermediation,except insurance and pension funding (65)",-2.86%,-24.80%,"(2,81,60,407)","(95,99,232)",-2329,"(1,27,595)",-29892,-414,-846,"(1,84,00,493)",396,1%
2017,HUNTINGTON BANCSHARES INCORPORATED,United States,"Financial intermediation,except insurance and pension funding (65)",-0.58%,-1.98%,"(2,76,34,637)","(2,66,37,337)",-6734,"(3,53,924)",-82871,-1180,-4080,"(5,50,421)",1908,6%
2017,SHINHAN FINANCIAL GROUP COMPANY LIMITED,South Korea,"Financial intermediation,except insurance and pension funding (65)",-0.13%,-0.72%,"(2,59,18,495)","(2,47,97,707)",-7581,"(3,31,522)",-77607,-1224,-35370,"(6,72,451)",4966,15%
2017,FAR EAST HORIZON LIMITED,Hong Kong,"Financial intermediation,except insurance and pension funding (65)",-0.89%,-4.30%,"(2,53,63,185)","(42,23,349)",-2516,-46863,-8260,-351,-19738,"(2,10,67,400)",5292,8%
2017,CROMWELL GROUP,Australia,"Financial intermediation,except insurance and pension funding (65)",-10.01%,-25.56%,"(2,45,64,588)","(2,40,31,668)",-5515,"(3,19,633)",-74936,-1002,-111,"(1,31,771)",49,0%
2017,UNITED URBAN INVESTMENT CORPORATION,Japan,"Financial intermediation,except insurance and pension funding (65)",-5.48%,-12.37%,"(2,37,89,512)","(2,10,55,077)",-4918,"(2,79,673)",-65545,-887,-715,"(23,82,999)",302,1%
2017,SUNTEC REAL ESTATE INVESTMENT TRUST,Singapore,"Financial intermediation,except insurance and pension funding (65)",-8.92%,-29.58%,"(2,36,28,662)","(2,30,65,426)",-5321,"(3,06,610)",-71872,-964,-611,"(1,77,972)",113,0%
2017,ERSTE GROUP BANK AG,Austria,"Financial intermediation,except insurance and pension funding (65)",-0.22%,-0.89%,"(2,30,89,868)","(2,25,87,234)",-5551,"(2,99,783)",-70207,-982,-3789,"(1,23,445)",1124,4%
2017,IMMOBILIARE GRANDE DISTRIBUZIONE SIIQ SPA,Italy,"Financial intermediation,except insurance and pension funding (65)",-12.36%,-19.49%,"(2,22,99,065)","(88,56,467)",-2344,"(1,15,313)",-26875,-403,-2570,"(1,32,96,073)",979,3%
2017,STATE STREET CORP,United States,"Financial intermediation,except insurance and pension funding (65)",-0.19%,-0.70%,"(2,20,18,423)","(2,15,35,961)",-6520,"(2,85,568)",-66688,-1073,-10125,"(1,17,225)",4736,13%
2017,RESONA HOLDINGS INC,Japan,"Financial intermediation,except insurance and pension funding (65)",-0.35%,-1.08%,"(2,17,51,133)","(2,10,72,017)",-4624,"(2,69,012)",-62818,-843,-10207,"(3,30,858)",-753,7%
2017,CAPITAMALL TRUST,Singapore,"Financial intermediation,except insurance and pension funding (65)",-4.24%,-8.84%,"(2,16,57,422)","(1,82,09,649)",-4253,"(2,41,888)",-56687,-766,-1177,"(31,43,221)",218,1%
2017,BGEO GROUP PLC,Georgia,"Financial intermediation,except insurance and pension funding (65)",-11.33%,-43.55%,"(2,16,23,787)","(2,11,58,532)",-4793,"(2,77,471)",-65015,-870,-1817,"(1,15,040)",-250,2%
2017,"BANCO COMERCIAL PORTUGUES,S.A.",Portugal,"Financial intermediation,except insurance and pension funding (65)",-0.61%,-4.01%,"(2,13,84,236)","(1,65,35,271)",-3945,"(2,19,955)",-51524,-703,-3175,"(45,70,046)",382,2%
2017,KBC GROUP NV,Belgium,"Financial intermediation,except insurance and pension funding (65)",-0.14%,-0.48%,"(2,06,39,524)","(1,94,48,090)",-5141,"(2,59,530)",-60756,-883,-9314,"(8,57,732)",1922,8%
2017,COMERICA INCORPORATED,United States,"Financial intermediation,except insurance and pension funding (65)",-0.63%,-1.61%,"(2,05,57,081)","(1,67,04,438)",-4266,"(2,21,925)",-51956,-745,-2828,"(35,72,246)",1323,6%
2017,MALAYAN BANKING BERHAD,Malaysia,"Financial intermediation,except insurance and pension funding (65)",-0.25%,-0.85%,"(2,03,40,238)","(1,91,55,819)",-5799,"(2,50,055)",-58266,-930,-18830,"(8,54,033)",3493,13%
2017,ARTIS REAL ESTATE INVESTMENT TRUST,Canada,"Financial intermediation,except insurance and pension funding (65)",-4.85%,-12.46%,"(1,99,83,738)","(1,78,97,555)",-4266,"(2,38,493)",-55907,-764,-15105,"(17,72,145)",497,3%
2017,LAND SECURITIES GROUP PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-1.91%,-3.94%,"(1,99,39,813)","(1,95,06,503)",-4508,"(2,59,458)",-60826,-816,-646,"(1,07,173)",117,1%
2017,ALPHA BANK SA,Greece,"Financial intermediation,except insurance and pension funding (65)",-0.50%,-6.81%,"(1,91,94,251)","(1,69,08,913)",-3532,"(2,01,651)",-47117,-641,-10026,"(20,20,950)",-1421,16%
2017,UNITED OVERSEAS BANK LIMITED,Singapore,"Financial intermediation,except insurance and pension funding (65)",-0.21%,-0.64%,"(1,91,84,848)","(1,72,40,028)",-5552,"(2,23,940)",-52095,-868,-21369,"(16,44,960)",3964,14%
2017,BDO UNIBANK INCORPORATED,Philippines,"Financial intermediation,except insurance and pension funding (65)",-0.64%,-2.51%,"(1,86,84,077)","(1,59,45,151)",-4155,"(2,10,377)",-49194,-711,-6746,"(24,68,995)",1251,6%
2017,HANA FINANCIAL GROUP,South Korea,"Financial intermediation,except insurance and pension funding (65)",-0.14%,-0.71%,"(1,79,70,560)","(1,75,58,884)",-5237,"(2,34,628)",-54933,-854,-22626,-96576,3177,14%
2017,EMPIRE STATE REALTY TRUST INC,United States,"Financial intermediation,except insurance and pension funding (65)",-2.49%,-13.92%,"(1,77,28,082)","(1,73,43,263)",-4063,"(2,30,608)",-54050,-733,-613,-95040,287,2%
2017,INDUSIND BANK LTD,India,"Financial intermediation,except insurance and pension funding (65)",-0.61%,-2.59%,"(1,76,45,631)","(1,72,63,535)",-4095,"(2,28,951)",-53636,-735,-812,-94311,445,2%
2017,JAPAN PRIME REALTY INVESTMENT CORPORATION,Japan,"Financial intermediation,except insurance and pension funding (65)",-6.40%,-14.30%,"(1,72,06,657)","(1,61,99,173)",-3768,"(2,15,225)",-50445,-681,-442,"(7,37,110)",187,1%
2017,EUROBANK ERGASIAS SA,Greece,"Financial intermediation,except insurance and pension funding (65)",-0.64%,-5.42%,"(1,67,22,254)","(1,38,52,306)",-2888,"(1,69,385)",-39143,-529,-6859,"(26,50,107)",-1038,14%
2017,KEYCORP,United States,"Financial intermediation,except insurance and pension funding (65)",-0.24%,-0.86%,"(1,65,73,540)","(1,62,11,211)",-4638,"(2,15,106)",-50278,-778,-5906,-88386,2763,12%
2017,ASCENDAS REAL ESTATE INVESTMENT TRUST,Singapore,"Financial intermediation,except insurance and pension funding (65)",-2.66%,-4.99%,"(1,65,28,703)","(1,36,92,288)",-3239,"(1,81,744)",-42582,-580,-1432,"(26,07,102)",266,2%
2017,TANGER FACTORY OUTLET CENTRES INCORPORATED,United States,"Financial intermediation,except insurance and pension funding (65)",-3.20%,-12.84%,"(1,58,26,670)","(1,54,83,183)",-3608,"(2,05,885)",-48258,-652,-426,-84857,199,1%
2017,YES BANK LIMITED,India,"Financial intermediation,except insurance and pension funding (65)",-0.48%,-1.96%,"(1,55,41,436)","(1,08,68,334)",-2649,"(1,43,825)",-33674,-470,-902,"(44,92,076)",495,3%
2017,UNITE GROUP PLC (THE),United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-9.44%,-32.72%,"(1,53,15,250)","(1,49,82,934)",-3434,"(1,99,272)",-46718,-624,-100,-82185,18,0%
2017,ABACUS PROPERTY GROUP,Australia,"Financial intermediation,except insurance and pension funding (65)",-7.70%,-18.28%,"(1,51,43,544)","(80,82,073)",-1864,"(1,07,505)",-25204,-338,-89,"(69,26,511)",40,0%
2017,BRITISH LAND COMPANY PLC (THE),United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-1.84%,-4.60%,"(1,45,62,868)","(1,28,06,311)",-2964,"(1,70,341)",-39934,-536,-488,"(15,42,382)",89,1%
2017,BANK OF PIRAEUS S.A.,Greece,"Financial intermediation,except insurance and pension funding (65)",-0.43%,N/A,"(1,42,58,864)","(1,03,90,933)",-3425,"(1,20,392)",-28050,-504,-8580,"(37,08,920)",1940,19%
2017,HAMMERSON PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-4.13%,-41.72%,"(1,30,39,655)","(1,02,53,422)",-2359,"(1,36,376)",-31972,-428,-195,"(26,14,939)",35,0%
2017,NORTHERN TRUST CORPORATION,United States,"Financial intermediation,except insurance and pension funding (65)",-0.21%,-0.73%,"(1,22,18,136)","(1,19,50,754)",-3507,"(1,58,527)",-37039,-583,-4915,-65110,2299,13%
2017,GUOTAI JUNAN SECURITIES CO LTD,China,"Financial intermediation,except insurance and pension funding (65)",-0.27%,-0.77%,"(1,21,37,023)","(1,18,84,271)",-5193,"(1,43,203)",-29221,-774,-31503,-51304,8446,20%
2017,INVESTEC PLC,South Africa,"Financial intermediation,except insurance and pension funding (65)",-0.22%,-1.42%,"(1,19,94,244)","(1,17,24,951)",-2660,"(1,54,196)",-35920,-483,-12803,-63162,-70,3%
2017,OTP BANK NYRT,Hungary,"Financial intermediation,except insurance and pension funding (65)",-0.28%,-0.95%,"(1,18,09,127)","(1,15,42,421)",-3816,"(1,56,457)",-36538,-614,-8597,-64222,3538,19%
2017,SANTANDER BANK POLSKA SA,Poland,"Financial intermediation,except insurance and pension funding (65)",-0.43%,-1.10%,"(1,15,99,898)","(1,13,73,397)",-2851,"(1,26,966)",-29613,-450,-13699,-52406,-516,13%
2017,INTU PROPERTIES PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-1.39%,-5.25%,"(1,15,55,861)","(1,01,40,486)",-2356,"(1,34,887)",-31622,-426,-512,"(12,45,665)",93,1%
2017,GOODMAN GROUP,Australia,"Financial intermediation,except insurance and pension funding (65)",-0.83%,-3.67%,"(1,15,47,017)","(1,12,95,929)",-2692,"(1,50,347)",-35244,-481,-630,-61974,280,3%
2017,ICICI BANK LIMITED,India,"Financial intermediation,except insurance and pension funding (65)",-0.06%,-0.52%,"(1,13,36,135)","(1,10,94,171)",-3439,"(1,43,580)",-33413,-561,-4972,-58725,2726,15%
2017,BANK MILLENNIUM SA,Poland,"Financial intermediation,except insurance and pension funding (65)",-1.14%,-3.52%,"(1,13,18,546)","(1,08,69,841)",-2577,"(1,35,672)",-31752,-444,-5014,"(2,73,056)",-189,5%
2017,BENDIGO AND ADELAIDE BANK LTD,Australia,"Financial intermediation,except insurance and pension funding (65)",-0.45%,-2.15%,"(1,05,93,636)","(1,03,62,787)",-2554,"(1,38,017)",-32351,-450,-1068,-56884,475,5%
2017,BANGKOK BANK PUBLIC COMPANY LIMITED,Thailand,"Financial intermediation,except insurance and pension funding (65)",-0.20%,-0.81%,"(1,01,64,124)","(80,91,798)",-1768,"(1,02,981)",-23879,-324,-11462,"(19,31,659)",-253,7%
2017,CAPITEC BANK HOLDINGS LIMITED,South Africa,"Financial intermediation,except insurance and pension funding (65)",-0.57%,-2.34%,"(99,21,434)","(97,03,273)",-2212,"(1,28,485)",-30048,-402,-4153,-52837,-23,1%
2017,TMB BANK PUBLIC COMPANY LIMITED,Thailand,"Financial intermediation,except insurance and pension funding (65)",-0.64%,-2.92%,"(98,56,268)","(83,67,039)",-2182,"(1,10,388)",-25812,-373,-3559,"(13,47,574)",660,6%
2017,BNK FINANCIAL GROUP INC,South Korea,"Financial intermediation,except insurance and pension funding (65)",-0.28%,-1.46%,"(98,07,790)","(90,62,978)",-2403,"(1,20,832)",-28308,-410,-6116,"(5,87,601)",859,8%
2017,MACQUARIE GROUP LIMITED,Australia,"Financial intermediation,except insurance and pension funding (65)",-0.09%,-0.56%,"(97,89,773)","(95,72,648)",-3012,"(1,28,185)",-30022,-481,-4767,-52779,2121,16%
2017,BANKIA SAU,Spain,"Financial intermediation,except insurance and pension funding (65)",-0.22%,-1.25%,"(97,10,877)","(13,82,752)",-349,-18056,-4188,-59,-2599,"(83,02,903)",28,0%
2017,BANK OF THE PHILIPPINE ISLANDS,Philippines,"Financial intermediation,except insurance and pension funding (65)",-0.55%,-1.71%,"(95,86,463)","(81,48,300)",-2168,"(1,07,359)",-25093,-368,-4041,"(12,99,885)",750,7%
2017,INTERNATIONAL PERSONAL FINANCE PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-0.83%,-6.50%,"(92,82,994)","(90,80,776)",-2126,"(1,20,801)",-28318,-383,-690,-50024,125,1%
2017,CHAMPION REAL ESTATE INVESTMENT TRUST,Hong Kong,"Financial intermediation,except insurance and pension funding (65)",-2.69%,-4.72%,"(92,80,769)","(90,80,263)",-2264,"(1,19,640)",-27720,-399,-2385,-48737,639,3%
2017,FRANKLIN RESOURCES INCORPORATED,United States,"Financial intermediation,except insurance and pension funding (65)",-0.13%,-0.36%,"(84,17,698)","(82,32,412)",-2767,"(1,09,016)",-25413,-441,-5612,-44664,2625,19%
2017,CONCENTRADORA FIBRA DANHOS SA DE CV,Mexico,"Financial intermediation,except insurance and pension funding (65)",-3.81%,-6.18%,"(80,66,753)","(78,91,630)",-1813,"(1,05,109)",-24592,-329,-70,-43243,35,0%
2017,KOTAK MAHINDRA BANK LIMITED,India,"Financial intermediation,except insurance and pension funding (65)",-0.15%,-0.70%,"(80,34,193)","(60,33,467)",-1649,-79058,-18461,-281,-1484,"(19,00,607)",814,7%
2017,EUROCOMMERCIAL PROPERTIES NV,Netherlands,"Financial intermediation,except insurance and pension funding (65)",-3.08%,-6.79%,"(78,89,045)","(44,18,348)",-1029,-58811,-13786,-186,-170,"(33,96,770)",56,1%
2017,SWEDBANK AB,Sweden,"Financial intermediation,except insurance and pension funding (65)",-0.11%,-0.27%,"(76,27,247)","(71,91,719)",-1759,-95284,-22328,-310,-2378,"(3,13,749)",279,3%
2017,MAPLETREE COMMERCIAL TRUST,Singapore,"Financial intermediation,except insurance and pension funding (65)",-2.66%,-4.56%,"(75,24,906)","(73,07,588)",-1720,-97025,-22735,-309,-651,-94998,121,1%
2017,MAPLETREE INDUSTRIAL TRUST,Singapore,"Financial intermediation,except insurance and pension funding (65)",-2.94%,-5.00%,"(74,99,405)","(57,95,344)",-1370,-76929,-18025,-245,-587,"(16,07,014)",109,1%
2017,E SUN FINANCIAL HOLDING COMPANY LIMITED,Taiwan,"Financial intermediation,except insurance and pension funding (65)",-0.37%,-1.32%,"(74,84,014)","(66,97,001)",-2422,-82637,-16491,-377,-14922,"(6,73,414)",3249,8%
2017,FIRST FINANCIAL HOLDING COMPANY LIMITED,Taiwan,"Financial intermediation,except insurance and pension funding (65)",-0.30%,-1.22%,"(73,67,764)","(64,98,699)",-2567,-78623,-14932,-389,-18116,"(7,58,382)",3945,9%
2017,TAIWAN COOPERATIVE BANK,Taiwan,"Financial intermediation,except insurance and pension funding (65)",-0.23%,-1.21%,"(68,07,544)","(57,59,309)",-2628,-67129,-11493,-384,-21968,"(9,49,416)",4784,11%
2017,YUANTA FINANCIAL HOLDINGS CO LTD,Taiwan,"Financial intermediation,except insurance and pension funding (65)",-0.17%,-0.97%,"(67,95,979)","(66,59,820)",-3254,-76076,-12233,-467,-28997,-21446,6314,14%
2017,CREDIT SUISSE GROUP AG,Switzerland,"Financial intermediation,except insurance and pension funding (65)",-0.02%,-0.32%,"(67,24,591)","(65,77,510)",-3460,-82059,-18821,-487,-14975,-33042,5763,8%
2017,GREAT PORTLAND ESTATES P.L.C.,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-5.05%,-22.24%,"(65,88,425)","(61,34,015)",-1409,-81584,-19127,-256,-81,"(3,51,969)",15,0%
2017,TAISHIN FINANCIAL HOLDING COMPANY LIMITED,Taiwan,"Financial intermediation,except insurance and pension funding (65)",-0.38%,-1.57%,"(63,27,932)","(56,77,846)",-2032,-70214,-14085,-317,-12297,"(5,53,819)",2678,8%
2017,AIB GROUP PLC,Ireland,"Financial intermediation,except insurance and pension funding (65)",-0.16%,-0.38%,"(62,56,294)","(61,19,565)",-1506,-81582,-19114,-266,-963,-33608,310,5%
2017,BRD GROUPE SOCIETE GENERALE SA,Romania,"Financial intermediation,except insurance and pension funding (65)",-0.80%,-1.10%,"(59,83,802)","(56,67,877)",-1398,-75704,-17736,-247,-845,"(2,20,299)",304,5%
2017,CONCORDIA FINANCIAL GROUP LTD,Japan,"Financial intermediation,except insurance and pension funding (65)",-0.21%,-0.63%,"(59,28,609)","(56,84,898)",-1981,-73273,-17025,-310,-4729,"(1,48,391)",2000,19%
2017,MEGA FINANCIAL HOLDING COMPANY LIMITED,Taiwan,"Financial intermediation,except insurance and pension funding (65)",-0.21%,-0.59%,"(58,24,745)","(50,47,429)",-2373,-58325,-9727,-344,-20428,"(6,90,567)",4448,12%
2017,CYBG PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-0.31%,-1.25%,"(53,25,128)","(52,08,276)",-1268,-69315,-16246,-224,-1072,-28922,195,4%
2017,DGB FINANCIAL GROUP CO LTD,South Korea,"Financial intermediation,except insurance and pension funding (65)",-0.20%,-1.07%,"(52,71,174)","(48,74,103)",-1364,-65049,-15235,-228,-4618,"(3,11,225)",648,11%
2017,CAPITALAND COMMERCIAL TRUST,Singapore,"Financial intermediation,except insurance and pension funding (65)",-1.71%,-2.80%,"(51,99,716)","(46,45,930)",-1115,-61614,-14432,-198,-701,"(4,75,856)",130,2%
2017,GENTERA SAB DE CV,Mexico,"Financial intermediation,except insurance and pension funding (65)",-0.47%,-2.49%,"(51,92,620)","(50,79,180)",-1205,-68359,-15760,-217,-371,-27712,184,2%
2017,MIRAE ASSET DAEWOO CO LTD,South Korea,"Financial intermediation,except insurance and pension funding (65)",-0.23%,-0.80%,"(50,06,145)","(48,93,864)",-1325,-65273,-15290,-224,-3821,-26884,536,10%
2017,CHANG HWA COMMERCIAL BANK LIMITED,Taiwan,"Financial intermediation,except insurance and pension funding (65)",-0.34%,-1.04%,"(49,57,084)","(48,53,725)",-1750,-59930,-11978,-272,-10727,-21038,2336,8%
2017,"BANKINTER,S.A.",Spain,"Financial intermediation,except insurance and pension funding (65)",-0.15%,-0.59%,"(48,04,792)","(31,17,150)",-885,-41813,-9760,-148,-1903,"(16,33,619)",486,9%
2017,GROWTHPOINT PROPERTIES AUSTRALIA LTD,Australia,"Financial intermediation,except insurance and pension funding (65)",-2.23%,-3.73%,"(45,81,775)","(30,68,466)",-718,-40827,-9571,-129,-93,"(14,62,013)",41,1%
2017,WORKSPACE GROUP PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-3.12%,-6.96%,"(45,73,410)","(40,88,958)",-942,-54386,-12750,-171,-90,"(4,16,130)",16,0%
2017,SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP RE LIMITED,Australia,"Financial intermediation,except insurance and pension funding (65)",-2.75%,-5.19%,"(45,51,866)","(44,53,061)",-1031,-59238,-13888,-187,-75,-24420,33,1%
2017,BEFIMMO SCA,Belgium,"Financial intermediation,except insurance and pension funding (65)",-1.81%,-2.93%,"(44,26,097)","(38,22,115)",-886,-50847,-11920,-160,-155,"(5,40,046)",32,1%
2017,TP ICAP PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-0.17%,-1.81%,"(41,57,175)","(40,65,156)",-1036,-54129,-12684,-180,-1468,-22789,267,6%
2017,CHAILEASE HOLDING COMPANY LIMITED,Taiwan,"Financial intermediation,except insurance and pension funding (65)",-0.26%,-0.84%,"(36,84,499)","(34,95,903)",-1410,-42089,-7892,-212,-10222,"(1,28,997)",2226,10%
2017,SKANDINAVISKA ENSKILDA BANKEN,Sweden,"Financial intermediation,except insurance and pension funding (65)",-0.04%,-0.12%,"(33,73,485)","(27,76,901)",-776,-36482,-8539,-129,-2939,"(5,48,065)",345,9%
2017,TAIWAN BUSINESS BANK,Taiwan,"Financial intermediation,except insurance and pension funding (65)",-0.32%,-1.66%,"(32,85,376)","(32,17,024)",-1183,-39554,-7825,-183,-7498,-13742,1633,9%
2017,ALSTRIA OFFICE REIT-AG,Germany,"Financial intermediation,except insurance and pension funding (65)",-1.20%,-2.12%,"(30,80,442)","(25,66,007)",-615,-34143,-8002,-110,-355,"(4,71,281)",70,2%
2017,GECINA,France,"Financial intermediation,except insurance and pension funding (65)",-0.45%,-0.70%,"(30,29,650)","3,14,394",-440,7174,1772,-42,-3566,"(33,50,445)",1503,13%
2017,UNION BANK OF THE PHILIPPINES,Philippines,"Financial intermediation,except insurance and pension funding (65)",-0.47%,-1.41%,"(30,16,259)","(26,63,256)",-720,-35051,-8189,-121,-1477,"(3,07,718)",274,8%
2017,INMOBILIARIA COLONIAL SOCIMI SA,Spain,"Financial intermediation,except insurance and pension funding (65)",-0.85%,-1.97%,"(29,35,265)","(28,70,889)",-675,-38220,-8956,-121,-204,-16251,52,2%
2017,DERWENT LONDON PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-0.84%,-1.31%,"(28,73,688)","(23,86,476)",-561,-31749,-7442,-101,-211,"(4,47,187)",38,1%
2017,SAMPATH BANK PLC,Sri Lanka,"Financial intermediation,except insurance and pension funding (65)",-0.46%,-2.33%,"(28,15,138)","(21,60,379)",-601,-28379,-6626,-100,-1414,"(6,17,902)",262,12%
2017,NATIONAL STORAGE REIT,Australia,"Financial intermediation,except insurance and pension funding (65)",-2.86%,-7.91%,"(26,28,599)","(25,71,543)",-595,-34208,-8020,-108,-42,-14102,19,1%
2017,AAREAL BANK AG,Germany,"Financial intermediation,except insurance and pension funding (65)",-0.21%,-0.68%,"(25,88,032)","(24,74,372)",-698,-32983,-7722,-116,-1682,-70792,334,11%
2017,SEGRO PLC,United Kingdom,"Financial intermediation,except insurance and pension funding (65)",-0.51%,-1.37%,"(24,34,638)","(18,51,964)",-445,-24643,-5776,-79,-294,"(5,51,491)",53,2%
